TransactionAmount,CustomerAge,TransactionDuration,LoginAttempts,AccountBalance,trans_month,trans_day,trans_hour,trans_dayofweek,hours_since_last_trans,TransactionType,trans_year,Channel,CustomerOccupation,Cluster
40.31999999999999,37,95.0,1,2686.52,3,29,16,2,-14055.489166666666,Debit,2023,Branch,Engineer,1
127.44999999999999,44,197.0,1,1772.06,1,24,16,1,-15591.880555555555,Debit,2023,Online,Doctor,0
56.170000000000016,27,283.0,1,1351.69,9,20,16,2,-9855.213333333333,Debit,2023,Branch,Student,1
28.310000000000002,59,20.0,1,8334.47,7,17,17,0,-11414.331944444444,Credit,2023,Online,Doctor,2
59.120000000000005,29,257.0,1,9823.64,2,6,16,0,-15279.709444444445,Debit,2023,ATM,Doctor,1
396.45,49,168.0,3,9690.15,9,25,16,0,-9735.753611111111,Debit,2023,ATM,Engineer,0
877.81,22,150.0,1,399.0,3,13,17,0,-14438.740555555556,Debit,2023,Online,Student,1
255.26,45,50.0,1,14815.87,10,27,16,4,-8967.467222222222,Credit,2023,Branch,Doctor,0
124.75999999999999,49,45.0,1,5764.72,10,16,16,0,-9231.5575,Debit,2023,Branch,Engineer,0
78.13,26,145.0,1,900.6099999999997,11,21,16,1,-8367.226111111111,Debit,2023,Branch,Student,1
649.28,75,137.0,1,4875.86,3,2,17,3,-14702.295277777777,Debit,2023,ATM,Retired,2
795.31,66,90.0,2,7914.88,10,12,17,3,-9327.060277777779,Debit,2023,ATM,Doctor,2
335.63,55,216.0,1,1019.3899999999999,1,24,17,1,-15590.836666666666,Debit,2023,Online,Retired,0
328.47,63,119.0,1,4323.66,7,31,18,0,-11077.461388888889,Debit,2023,ATM,Retired,2
34.01999999999998,38,19.0,1,14214.48,1,9,16,0,-15951.973333333333,Debit,2023,Online,Doctor,0
241.42,57,116.0,1,13357.02,4,20,18,3,-13525.18888888889,Credit,2023,Online,Doctor,0
55.31999999999999,19,117.0,1,241.78999999999996,4,12,16,2,-13720.073888888888,Debit,2023,ATM,Student,1
304.31,27,33.0,1,868.6099999999997,7,26,16,2,-11199.290277777778,Debit,2023,Branch,Student,1
435.27,74,90.0,1,4673.28,10,4,17,2,-9518.361944444445,Debit,2023,Branch,Retired,2
164.49,26,75.0,1,1509.27,12,13,16,2,-7840.148611111111,Debit,2023,Branch,Student,1
510.24,19,105.0,1,781.6999999999998,10,9,16,0,-9399.698611111111,Debit,2023,Online,Student,1
626.9,26,138.0,1,265.5100000000002,11,27,16,0,-8223.3575,Debit,2023,Online,Student,1
22.00999999999999,41,175.0,1,1335.0900000000001,3,27,16,0,-14103.353611111112,Credit,2023,Online,Engineer,0
425.34,69,121.0,1,3907.54,2,13,16,0,-15111.124444444444,Credit,2023,Online,Retired,2
424.56,51,264.0,1,5183.85,2,21,17,1,-14918.385277777777,Debit,2023,Online,Engineer,0
85.43,67,145.0,1,14904.9,6,7,16,2,-12375.353055555555,Debit,2023,Branch,Doctor,2
169.5,28,142.0,1,918.8800000000001,9,7,16,3,-10167.291944444445,Debit,2023,Branch,Student,1
104.63,62,90.0,1,4477.78,3,29,17,2,-14054.390555555556,Debit,2023,ATM,Retired,2
316.95,25,83.0,1,1324.0299999999997,8,4,17,4,-10982.259722222223,Debit,2023,Branch,Student,1
60.53999999999999,57,52.0,1,3534.93,12,14,17,3,-7814.288888888889,Credit,2023,Branch,Retired,0
292.56,68,61.0,1,4638.37,3,3,17,4,-14678.502222222221,Credit,2023,Branch,Retired,2
386.52,48,28.0,1,5630.61,6,9,16,4,-12327.815,Debit,2023,Branch,Engineer,0
112.07,23,51.0,1,930.3000000000002,10,2,16,0,-9567.604166666666,Debit,2023,Branch,Student,1
568.52,46,152.0,1,5499.91,10,6,18,4,-9469.363333333333,Debit,2023,ATM,Engineer,0
263.99,79,227.0,2,4175.02,5,16,16,1,-12904.059166666666,Debit,2023,Branch,Retired,2
349.64,48,226.0,1,6651.62,11,7,16,1,-8703.329444444444,Debit,2023,Online,Engineer,0
601.4,56,104.0,1,8458.29,5,30,17,1,-12566.41,Credit,2023,Branch,Engineer,0
5.769999999999982,50,124.0,1,13988.12,11,2,16,3,-8824.164444444445,Debit,2023,Online,Doctor,0
201.33,42,186.0,1,2585.07,3,29,17,2,-14055.18611111111,Credit,2023,Branch,Engineer,0
298.42,56,225.0,1,3014.75,4,25,16,1,-13407.98,Debit,2023,Branch,Retired,0
521.06,25,128.0,1,1951.42,4,18,18,1,-13573.523055555555,Debit,2023,Branch,Student,1
117.28,60,16.0,1,3665.77,2,9,16,3,-15207.538333333334,Credit,2023,Online,Engineer,2
189.12,32,103.0,1,977.0100000000002,11,13,16,0,-8559.437222222223,Credit,2023,Branch,Engineer,1
133.55,44,220.0,1,3846.28,7,18,16,1,-11391.971666666666,Debit,2023,ATM,Engineer,0
143.21,35,135.0,1,6374.82,1,13,17,4,-15855.152777777777,Debit,2023,Online,Engineer,1
24.769999999999982,62,55.0,1,5866.01,7,4,18,1,-11725.861666666666,Debit,2023,ATM,Retired,2
233.92,26,280.0,1,6537.62,10,20,16,4,-9135.238055555556,Credit,2023,Online,Student,1
1212.51,20,24.0,1,605.9499999999998,10,4,16,2,-9519.506111111112,Debit,2023,Branch,Student,1
232.12,37,51.0,1,6689.87,12,28,17,3,-7478.637222222223,Debit,2023,ATM,Engineer,1
162.63,22,113.0,1,634.1700000000001,6,12,17,0,-12254.241666666667,Debit,2023,Online,Student,1
91.53,44,69.0,1,14676.05,3,13,16,0,-14439.656666666666,Debit,2023,Branch,Doctor,0
120.29000000000002,19,77.0,1,1362.3900000000003,12,18,18,0,-7717.339722222222,Debit,2023,Branch,Student,1
174.25,50,67.0,1,10528.34,7,17,18,0,-11413.266111111112,Debit,2023,Online,Doctor,0
183.71,38,102.0,1,552.5200000000004,6,19,18,0,-12085.794722222223,Debit,2023,ATM,Engineer,0
345.39,58,80.0,1,6451.96,10,23,17,0,-9062.905277777778,Credit,2023,Online,Engineer,0
922.55,63,87.0,1,4715.84,1,23,16,0,-15615.638611111111,Debit,2023,ATM,Retired,2
259.91,49,170.0,1,7176.86,11,6,16,0,-8727.59111111111,Debit,2023,Online,Doctor,0
154.71,34,157.0,1,1523.7200000000003,7,3,16,0,-11751.488333333333,Debit,2023,Online,Doctor,1
1340.19,54,30.0,1,8654.28,9,29,17,4,-9638.745277777778,Credit,2023,Online,Engineer,0
24.560000000000002,64,69.0,1,9869.93,10,20,17,4,-9134.741666666667,Debit,2023,Branch,Doctor,2
568.07,48,115.0,1,10556.81,8,28,17,0,-10407.060833333333,Debit,2023,ATM,Doctor,0
9.610000000000014,58,179.0,1,12883.91,6,22,18,3,-12013.528055555556,Credit,2023,Online,Doctor,0
392.96,24,100.0,1,791.6499999999996,11,20,16,0,-8391.674722222222,Debit,2023,Online,Student,1
716.93,60,34.0,1,4064.02,9,14,16,3,-9999.310833333333,Credit,2023,Online,Retired,2
223.85,53,55.0,4,2929.91,10,2,16,0,-9567.530833333334,Debit,2023,ATM,Engineer,0
230.66,21,135.0,1,618.0500000000002,3,27,18,0,-14101.91111111111,Debit,2023,Branch,Student,1
442.12,19,260.0,1,1375.8000000000002,12,21,16,3,-7647.5216666666665,Debit,2023,Online,Student,1
644.17,29,72.0,1,1143.52,3,2,16,3,-14704.048611111111,Debit,2023,ATM,Engineer,1
508.68,51,127.0,1,7708.41,6,26,16,0,-11919.878333333334,Credit,2023,Branch,Engineer,0
858.6300000000001,27,185.0,1,1872.96,4,18,17,1,-13574.723333333333,Credit,2023,Branch,Student,1
25.360000000000014,57,78.0,1,201.03999999999996,7,17,17,0,-11415.044722222223,Debit,2023,ATM,Engineer,0
147.62,71,133.0,1,2115.8,9,1,17,4,-10310.68888888889,Debit,2023,Branch,Retired,2
115.01999999999998,37,175.0,1,7643.66,9,11,16,0,-10071.826111111111,Debit,2023,Branch,Doctor,1
383.37,30,24.0,1,8901.93,1,24,17,1,-15590.78638888889,Debit,2023,Branch,Engineer,1
98.54000000000002,20,167.0,1,9383.43,8,11,16,4,-10815.854444444445,Credit,2023,Online,Student,1
83.24000000000001,55,164.0,1,1181.31,10,16,18,0,-9229.594722222222,Credit,2023,Branch,Doctor,0
196.16,27,146.0,1,9418.86,2,24,16,4,-14847.6525,Debit,2023,Branch,Engineer,1
129.94,32,235.0,1,7954.92,1,2,16,0,-16119.509166666667,Debit,2023,ATM,Engineer,1
306.9,46,51.0,1,9418.08,11,30,16,3,-8151.6625,Debit,2023,Online,Engineer,0
114.98000000000002,59,80.0,1,6144.68,11,1,16,2,-8847.289722222222,Debit,2023,Online,Retired,2
756.59,27,17.0,1,420.64999999999964,3,6,16,0,-14607.410555555556,Debit,2023,Branch,Student,1
503.76,22,35.0,1,447.8199999999997,11,27,18,0,-8221.609166666667,Debit,2023,Online,Student,1
143.03,63,147.0,1,7981.45,7,31,16,0,-11079.548888888889,Debit,2023,ATM,Retired,2
1045.22,53,73.0,1,1829.9,11,22,16,2,-8343.898888888889,Debit,2023,ATM,Retired,0
245.54,25,180.0,1,985.0599999999995,3,21,16,1,-14247.681944444445,Debit,2023,ATM,Student,1
254.37,51,174.0,1,8849.26,4,20,18,3,-13525.668333333333,Credit,2023,Online,Engineer,0
213.76,78,282.0,1,3528.72,3,1,17,2,-14726.289444444445,Credit,2023,ATM,Retired,2
327.86,40,104.0,1,480.15999999999985,2,10,16,4,-15183.228333333333,Debit,2023,Online,Engineer,0
2.5,47,107.0,1,12145.27,7,21,16,4,-11319.445,Debit,2023,Online,Doctor,0
300.08,68,47.0,1,13546.75,10,9,17,0,-9399.159722222223,Credit,2023,Online,Doctor,2
56.97999999999999,43,122.0,2,5688.37,1,1,16,0,-7383.558888888889,Credit,2024,ATM,Engineer,0
407.65,26,62.0,1,8346.64,7,7,16,4,-11655.914444444445,Debit,2023,Online,Engineer,1
115.82999999999996,39,167.0,1,6481.04,5,22,17,0,-12759.002777777778,Debit,2023,Branch,Engineer,0
53.56999999999999,69,121.0,1,1651.33,8,16,16,2,-10695.85861111111,Debit,2023,ATM,Retired,2
63.34,46,165.0,1,11174.94,11,17,16,4,-8464.136388888888,Credit,2023,Online,Doctor,0
317.87,27,91.0,1,145.5,5,22,17,0,-12758.699166666667,Debit,2023,Online,Student,1
331.65,41,61.0,1,4172.57,8,25,17,4,-10478.748055555556,Debit,2023,Online,Engineer,0
5.0400000000000205,56,41.0,1,5558.36,11,27,16,0,-8223.537222222221,Debit,2023,ATM,Retired,0
214.54,70,247.0,1,11151.53,8,4,17,4,-10982.42,Credit,2023,Online,Doctor,2
598.81,57,158.0,1,1415.52,9,4,16,0,-10239.360555555555,Debit,2023,Branch,Doctor,0
841.28,26,80.0,1,1103.6400000000008,8,9,17,2,-10862.592222222222,Debit,2023,Online,Student,1
38.14999999999998,26,108.0,1,303.6800000000003,9,7,16,3,-10168.000555555556,Debit,2023,Online,Student,1
1036.66,58,144.0,1,5541.57,7,11,16,1,-11559.491944444444,Debit,2023,Branch,Doctor,0
124.72,33,105.0,1,6309.8,7,3,17,0,-11750.888333333334,Debit,2023,Branch,Engineer,1
302.45,78,40.000000000000014,1,5133.61,9,25,17,0,-9734.971944444444,Credit,2023,Branch,Retired,2
208.04,47,273.0,1,9344.98,11,20,17,0,-8390.978611111112,Debit,2023,Online,Engineer,0
5.769999999999982,23,254.0,1,1117.9700000000003,11,17,17,4,-8462.729444444445,Credit,2023,Branch,Student,1
381.33,56,75.0,1,11835.35,8,21,16,0,-10575.390833333333,Debit,2023,ATM,Doctor,0
16.160000000000025,50,124.0,1,14401.17,10,16,16,0,-9231.20638888889,Debit,2023,ATM,Doctor,0
486.08,18,68.0,1,1748.69,6,20,17,1,-12062.753611111111,Debit,2023,Online,Student,1
336.39,21,18.0,1,1000.46,1,16,16,0,-15783.271944444445,Debit,2023,Branch,Student,1
997.4300000000001,69,118.0,1,6810.05,11,22,16,2,-8344.018333333333,Debit,2023,Online,Doctor,2
234.57,23,120.0,1,263.97999999999956,9,1,16,4,-10311.994166666667,Debit,2023,Online,Student,1
6.0,30,246.0,1,5442.76,10,23,18,0,-9061.524444444445,Debit,2023,Online,Doctor,1
1049.92,80,20.999999999999986,1,2037.85,10,23,16,0,-9063.333611111111,Debit,2023,ATM,Retired,2
227.14,18,294.0,1,341.9399999999996,7,3,17,0,-11750.490555555556,Debit,2023,ATM,Student,1
233.74,66,17.0,1,1066.5900000000001,10,24,16,1,-9039.504722222222,Credit,2023,Online,Retired,2
113.01999999999998,69,166.0,1,6077.96,9,25,16,0,-9735.216388888888,Credit,2023,Branch,Retired,2
45.849999999999994,20,92.0,1,1659.15,2,16,17,3,-15038.170555555556,Debit,2023,ATM,Student,1
973.3900000000001,77,296.0,1,2042.2200000000003,8,30,17,2,-10358.806666666667,Debit,2023,Branch,Retired,2
514.95,41,142.0,5,421.9300000000003,4,13,18,3,-13693.536944444444,Debit,2023,Online,Doctor,0
415.5,66,141.0,1,10113.66,7,28,16,4,-11151.683333333332,Debit,2023,ATM,Doctor,2
265.76,54,92.0,1,4446.17,2,6,17,0,-15278.389722222222,Debit,2023,Online,Retired,0
69.4,80,113.0,1,6452.77,7,24,18,0,-11246.005833333333,Debit,2023,Online,Retired,2
332.93,35,293.0,1,2788.2,11,20,16,0,-8391.640555555556,Credit,2023,Branch,Engineer,1
267.9,20,160.0,1,596.1599999999999,10,9,16,0,-9399.263055555555,Debit,2023,Online,Student,1
496.03,61,265.0,1,12904.66,11,3,16,4,-8799.396944444445,Debit,2023,Branch,Doctor,2
376.26,37,245.0,1,9062.4,2,15,16,2,-15063.479722222222,Debit,2023,ATM,Engineer,1
83.01999999999998,36,171.0,1,9009.56,9,4,17,0,-10238.18611111111,Credit,2023,Online,Engineer,1
93.25999999999999,20,72.0,1,1152.1999999999998,7,27,16,3,-11175.82,Credit,2023,Online,Student,1
803.37,68,129.0,1,12168.37,4,17,16,0,-13600.001666666667,Credit,2023,Branch,Doctor,2
35.75999999999999,23,122.0,1,611.8599999999997,9,19,17,1,-9878.556111111111,Debit,2023,Branch,Student,1
28.53000000000003,62,99.0,1,8670.53,5,31,16,2,-12543.480833333333,Debit,2023,Online,Doctor,2
139.53,53,177.0,1,10098.86,10,9,17,0,-9398.789444444445,Credit,2023,Online,Doctor,0
307.57,33,285.0,1,5307.74,1,9,16,0,-15951.90888888889,Debit,2023,Branch,Doctor,1
60.650000000000006,56,53.0,1,1047.2799999999993,5,26,18,4,-12661.903888888888,Credit,2023,Branch,Retired,0
74.86000000000001,70,125.0,1,6921.48,8,14,17,0,-10742.406111111111,Debit,2023,Branch,Doctor,2
117.97,51,137.0,1,1475.46,11,24,18,4,-8293.296944444444,Debit,2023,Branch,Retired,0
231.91,34,165.0,1,112.76000000000022,1,31,18,1,-15421.681388888888,Debit,2023,ATM,Engineer,1
126.20999999999998,75,268.0,1,5669.66,2,14,16,1,-15088.028055555556,Debit,2023,Branch,Retired,2
506.28,53,162.0,2,1309.9499999999998,5,2,17,1,-13239.094444444445,Credit,2023,Online,Retired,0
304.35,31,36.0,1,4057.1,12,4,17,0,-8055.019722222222,Debit,2023,Branch,Engineer,1
281.85,22,109.0,1,1585.98,5,16,17,1,-12902.683611111112,Debit,2023,ATM,Student,1
777.88,31,17.0,1,6825.55,3,20,16,0,-14271.184166666666,Debit,2023,Branch,Engineer,1
119.18,56,96.0,1,5516.5,8,25,18,4,-10478.09888888889,Debit,2023,Branch,Retired,0
177.19,76,43.0,1,5343.3,5,15,17,0,-12926.683888888889,Debit,2023,Online,Retired,2
260.88,22,36.0,1,903.0500000000002,5,29,16,0,-12591.278333333334,Debit,2023,Branch,Student,1
169.47,24,19.0,1,1806.1599999999999,3,22,16,2,-14223.95638888889,Debit,2023,Online,Student,1
73.23000000000002,26,14.0,1,787.7399999999998,5,19,16,4,-12831.305277777778,Debit,2023,Branch,Student,1
1362.55,29,106.0,1,2429.68,2,10,18,4,-15182.066111111111,Debit,2023,ATM,Engineer,1
792.57,19,164.0,1,770.3699999999999,5,22,16,0,-12759.800833333333,Debit,2023,ATM,Student,1
237.06,71,46.0,1,1182.7700000000004,12,18,16,0,-7719.342499999999,Debit,2023,Online,Retired,2
34.170000000000016,54,54.0,1,726.5500000000002,11,21,16,1,-8367.146111111111,Credit,2023,Online,Engineer,0
740.25,41,123.0,1,14464.3,7,19,17,2,-11367.074722222222,Debit,2023,Online,Doctor,0
453.54,58,82.0,1,12046.3,4,19,16,2,-13551.600833333334,Debit,2023,ATM,Doctor,0
300.47,73,100.0,1,7885.64,11,13,16,0,-8559.935555555556,Debit,2023,Branch,Retired,2
110.92999999999998,19,201.0,1,1952.35,4,7,16,4,-13839.54388888889,Credit,2023,Branch,Student,1
201.69,59,299.0,1,7328.52,1,3,16,1,-16095.394444444444,Debit,2023,ATM,Doctor,2
399.21,59,109.0,1,3210.39,1,30,16,0,-15447.875555555556,Debit,2023,ATM,Engineer,2
1041.88,78,57.0,1,5726.2,9,6,16,2,-10191.378333333334,Debit,2023,Online,Retired,2
630.36,62,52.0,1,1363.65,3,2,16,3,-14704.006111111112,Debit,2023,ATM,Retired,2
10.939999999999998,60,245.0,1,1241.9899999999998,10,23,17,0,-9062.79611111111,Credit,2023,ATM,Engineer,2
215.9,38,235.0,1,7873.28,1,4,16,2,-16072.137222222222,Debit,2023,ATM,Doctor,0
1422.55,79,165.0,1,5674.32,7,10,17,0,-11582.292222222222,Debit,2023,Branch,Retired,2
226.37,49,141.0,1,9840.04,9,18,17,0,-9903.046666666667,Credit,2023,Branch,Doctor,0
444.89,43,101.0,1,10328.23,9,11,16,0,-10071.736388888889,Credit,2023,Branch,Doctor,0
280.57,25,24.0,1,293.2399999999998,1,27,17,4,-15518.58861111111,Credit,2023,Online,Student,1
488.54,52,132.0,1,7486.63,7,3,17,0,-11750.326944444445,Debit,2023,Branch,Engineer,0
3.3000000000000114,50,131.0,1,11385.37,3,27,16,0,-14103.465277777777,Credit,2023,Branch,Doctor,0
199.39,69,165.0,1,7264.79,8,21,16,0,-10575.878888888888,Debit,2023,Branch,Retired,2
20.360000000000014,62,75.0,1,2762.48,7,24,17,0,-11247.149166666666,Debit,2023,Branch,Retired,2
113.63999999999999,62,32.0,1,6675.03,10,24,17,1,-9038.970555555556,Debit,2023,Online,Retired,2
493.11,53,236.0,1,7432.99,7,31,16,0,-11079.709722222222,Debit,2023,Branch,Retired,0
307.41,19,14.0,1,1057.0000000000005,6,12,17,0,-12254.615555555556,Debit,2023,ATM,Student,1
11.180000000000007,43,161.0,1,5956.89,11,30,16,3,-8151.293888888889,Debit,2023,Online,Doctor,0
313.82,59,151.0,1,7261.59,11,15,18,2,-8509.184444444445,Debit,2023,Branch,Engineer,2
51.0,64,107.0,1,4943.16,1,30,16,0,-15448.129166666668,Debit,2023,Branch,Retired,2
140.98,60,100.0,1,8127.48,5,25,16,3,-12687.630833333333,Debit,2023,Branch,Engineer,2
288.04,68,63.0,1,1748.02,8,24,16,3,-10503.3775,Debit,2023,ATM,Retired,2
800.55,31,108.0,1,9660.22,5,4,16,3,-13191.755,Debit,2023,ATM,Engineer,1
485.54,46,143.0,1,6371.51,2,6,17,0,-15278.413055555555,Debit,2023,ATM,Engineer,0
521.15,54,214.0,1,9442.47,2,17,18,4,-15013.857222222223,Debit,2023,ATM,Doctor,0
321.79,63,61.0,1,5959.2,8,7,17,0,-10910.657777777778,Credit,2023,ATM,Retired,2
304.93,65,158.0,1,13531.22,2,24,16,4,-14847.748055555556,Debit,2023,ATM,Doctor,2
432.08,40,145.0,1,11500.62,7,31,16,0,-11080.114166666666,Debit,2023,ATM,Doctor,0
694.2,61,72.0,1,1389.37,12,7,16,3,-7983.7875,Debit,2023,ATM,Retired,2
116.86000000000001,55,171.0,1,6706.56,3,20,18,0,-14269.724166666667,Debit,2023,ATM,Engineer,0
386.81,57,149.0,1,7175.29,3,3,18,4,-14678.132777777777,Credit,2023,Online,Doctor,0
74.88,25,202.0,1,420.6700000000001,5,24,16,2,-12711.698888888888,Debit,2023,ATM,Student,1
195.76,75,99.0,1,7323.53,5,22,16,0,-12759.874722222223,Debit,2023,Branch,Retired,2
134.7,50,106.0,1,8395.85,8,21,16,0,-10576.130277777778,Debit,2023,ATM,Doctor,0
890.24,33,161.0,1,5140.93,7,7,18,4,-11654.06361111111,Credit,2023,Online,Engineer,1
361.27,63,180.0,1,7945.57,1,6,17,4,-16023.137222222222,Debit,2023,ATM,Doctor,2
131.56,44,42.0,1,5873.54,10,19,16,3,-9159.409722222223,Debit,2023,Branch,Doctor,0
485.51,76,37.0,1,3074.45,11,28,16,1,-8199.309722222222,Credit,2023,Online,Retired,2
547.87,64,131.0,1,6155.76,7,10,17,0,-11582.917777777779,Debit,2023,ATM,Retired,2
457.29999999999995,28,15.0,1,8318.29,6,26,18,0,-11917.708888888888,Debit,2023,Online,Engineer,1
506.24,58,64.0,1,230.09000000000015,1,13,16,4,-15855.45388888889,Debit,2023,ATM,Engineer,0
486.59,57,119.0,1,2513.56,12,19,16,1,-7695.245833333333,Debit,2023,Branch,Retired,0
163.68,41,292.0,1,10090.05,9,28,16,3,-9663.834444444445,Debit,2023,Branch,Doctor,0
581.65,22,176.0,1,480.1899999999996,1,9,16,0,-15951.244722222222,Debit,2023,ATM,Student,1
52.00999999999999,48,85.0,1,1120.88,11,7,16,1,-8703.423055555555,Debit,2023,ATM,Doctor,0
630.24,21,62.0,1,370.8100000000004,11,29,18,2,-8174.022777777778,Debit,2023,ATM,Student,1
523.74,43,159.0,1,13498.55,11,2,16,3,-8823.504166666668,Debit,2023,ATM,Doctor,0
705.6,40,124.0,3,14804.7,2,20,18,0,-14941.455833333333,Debit,2023,Branch,Doctor,0
217.5,46,35.0,1,3057.4,10,23,18,0,-9061.202777777778,Credit,2023,Branch,Engineer,0
91.48000000000002,51,141.0,1,14942.78,1,23,16,0,-15615.312777777777,Debit,2023,ATM,Doctor,0
5.25,39,49.0,1,14143.32,11,13,18,0,-8557.766111111112,Debit,2023,ATM,Doctor,0
54.03,56,161.0,1,6736.3,9,19,17,1,-9878.847222222223,Credit,2023,ATM,Retired,0
736.73,48,10.0,1,3313.07,11,27,16,0,-8224.090833333334,Debit,2023,Branch,Engineer,0
368.91,54,14.0,1,829.71,3,10,17,4,-14510.341944444444,Debit,2023,Branch,Doctor,0
33.06,53,170.0,1,1540.87,1,17,16,1,-15760.050555555556,Credit,2023,Online,Retired,0
66.5,32,144.0,1,6820.23,5,4,16,3,-13191.386111111111,Credit,2023,Online,Engineer,1
177.08,35,85.0,1,13475.14,1,6,17,4,-16022.926944444445,Debit,2023,Online,Doctor,1
588.54,32,130.0,1,714.4499999999998,2,6,17,0,-15278.219166666666,Debit,2023,Branch,Engineer,1
173.5,21,282.0,1,1306.9099999999999,10,23,17,0,-9062.925555555556,Debit,2023,ATM,Student,1
78.32999999999996,56,189.0,1,7255.33,7,31,16,0,-11079.918333333333,Credit,2023,Online,Engineer,0
40.660000000000025,59,156.0,1,1153.8400000000006,1,1,16,0,-7384.044166666667,Debit,2024,Branch,Retired,2
97.22,77,55.0,1,6647.73,2,20,17,0,-14942.682777777778,Credit,2023,Branch,Retired,2
34.06999999999999,22,81.0,1,8709.77,11,6,17,0,-8726.739722222223,Debit,2023,Branch,Student,1
492.06,23,74.0,1,857.8999999999996,10,19,16,3,-9159.928055555556,Debit,2023,Online,Student,1
842.01,53,185.0,1,509.4499999999998,9,12,16,1,-10047.418333333333,Credit,2023,Online,Doctor,0
73.55000000000001,51,158.0,1,2812.06,1,9,16,0,-15952.025833333333,Debit,2023,ATM,Engineer,0
760.53,57,118.0,1,6179.91,9,4,18,0,-10237.93611111111,Debit,2023,Online,Engineer,0
273.08,26,134.0,1,6609.3,1,30,16,0,-15447.980277777779,Credit,2023,Branch,Engineer,1
371.69,67,143.0,1,3484.32,12,22,16,4,-7623.702777777778,Debit,2023,Branch,Retired,2
218.96,18,13.000000000000014,1,754.21,8,30,16,2,-10359.98,Debit,2023,ATM,Student,1
227.39,18,65.0,1,751.0900000000001,12,25,16,0,-7551.221388888889,Debit,2023,Online,Student,1
237.99,39,86.0,1,8510.09,5,8,16,0,-13095.440277777778,Credit,2023,Branch,Doctor,0
186.6,58,13.000000000000014,1,1508.7200000000003,7,4,16,1,-11727.650277777779,Debit,2023,Online,Doctor,0
341.15,18,148.0,1,511.3699999999999,2,13,17,0,-15110.865,Debit,2023,Online,Student,1
434.58,59,215.0,1,12648.32,9,6,16,2,-10191.660277777777,Debit,2023,ATM,Doctor,2
312.88,54,44.0,1,233.21000000000004,5,26,18,4,-12661.909166666666,Credit,2023,Branch,Engineer,0
75.15,23,154.0,1,1092.92,9,18,17,0,-9902.660277777777,Debit,2023,ATM,Student,1
